"","subj","ID","itemN","rt","Task","TrialType","CongruentIncongruent","error"
"33333",49,113,1,316.96,"flankers","CongruentRight","Congruent",0
"33335",49,113,1,327.89,"flankers","CongruentRight","Congruent",0
"33336",49,113,2,345.23,"flankers","CongruentLeft","Congruent",0
"33337",49,113,2,372.87,"flankers","CongruentLeft","Congruent",0
"33338",49,113,1,303.05,"flankers","CongruentRight","Congruent",0
"33340",49,113,4,549.76,"flankers","IncongruentRight","Incongruent",0
"33341",49,113,4,626.19,"flankers","IncongruentRight","Incongruent",0
"33342",49,113,4,409.46,"flankers","IncongruentRight","Incongruent",0
"33343",49,113,3,536.76,"flankers","IncongruentLeft","Incongruent",0
"33344",49,113,2,379.61,"flankers","CongruentLeft","Congruent",0
"33345",49,113,1,426.81,"flankers","CongruentRight","Congruent",0
"33347",49,113,2,442.28,"flankers","CongruentLeft","Congruent",0
"33348",49,113,1,301.79,"flankers","CongruentRight","Congruent",0
"33349",49,113,1,337.41,"flankers","CongruentRight","Congruent",0
"33350",49,113,1,305.22,"flankers","CongruentRight","Congruent",0
"33351",49,113,1,324,"flankers","CongruentRight","Congruent",0
"33352",49,113,2,368.32,"flankers","CongruentLeft","Congruent",0
"33353",49,113,1,297.77,"flankers","CongruentRight","Congruent",0
"33354",49,113,2,346.4,"flankers","CongruentLeft","Congruent",0
"33355",49,113,1,305.51,"flankers","CongruentRight","Congruent",0
"33356",49,113,1,307.57,"flankers","CongruentRight","Congruent",0
"33357",49,113,1,316.8,"flankers","CongruentRight","Congruent",0
"33359",49,113,3,-313.27,"flankers","IncongruentLeft","Incongruent",1
"33360",49,113,1,351.1,"flankers","CongruentRight","Congruent",0
"33361",49,113,1,373.49,"flankers","CongruentRight","Congruent",0
"33362",49,113,2,388.69,"flankers","CongruentLeft","Congruent",0
"33363",49,113,2,387.89,"flankers","CongruentLeft","Congruent",0
"33364",49,113,2,362.36,"flankers","CongruentLeft","Congruent",0
"33365",49,113,2,421.27,"flankers","CongruentLeft","Congruent",0
"33366",49,113,2,339.03,"flankers","CongruentLeft","Congruent",0
"33367",49,113,1,330.83,"flankers","CongruentRight","Congruent",0
"33368",49,113,4,586.64,"flankers","IncongruentRight","Incongruent",0
"33369",49,113,3,429.6,"flankers","IncongruentLeft","Incongruent",0
"33371",49,113,2,409.6,"flankers","CongruentLeft","Congruent",0
"33372",49,113,1,311.35,"flankers","CongruentRight","Congruent",0
"33373",49,113,2,316.4,"flankers","CongruentLeft","Congruent",0
"33374",49,113,1,309.77,"flankers","CongruentRight","Congruent",0
"33375",49,113,2,335.01,"flankers","CongruentLeft","Congruent",0
"33377",49,113,1,321.53,"flankers","CongruentRight","Congruent",0
"33379",49,113,2,369,"flankers","CongruentLeft","Congruent",0
"33380",49,113,2,371.19,"flankers","CongruentLeft","Congruent",0
"33382",49,113,1,336.5,"flankers","CongruentRight","Congruent",0
"33383",49,113,4,449.82,"flankers","IncongruentRight","Incongruent",0
"33384",49,113,1,358.17,"flankers","CongruentRight","Congruent",0
"33385",49,113,1,340.54,"flankers","CongruentRight","Congruent",0
"33386",49,113,2,-339.75,"flankers","CongruentLeft","Congruent",1
"33387",49,113,1,373.06,"flankers","CongruentRight","Congruent",0
"33388",49,113,1,324.97,"flankers","CongruentRight","Congruent",0
"33390",49,113,1,371.71,"flankers","CongruentRight","Congruent",0
"33391",49,113,2,362.06,"flankers","CongruentLeft","Congruent",0
"33393",49,113,2,424.21,"flankers","CongruentLeft","Congruent",0
"33394",49,113,1,389.98,"flankers","CongruentRight","Congruent",0
"33395",49,113,1,379.62,"flankers","CongruentRight","Congruent",0
"33396",49,113,1,369.29,"flankers","CongruentRight","Congruent",0
"33398",49,113,4,466.05,"flankers","IncongruentRight","Incongruent",0
"33400",49,113,1,319.37,"flankers","CongruentRight","Congruent",0
"33402",49,113,2,392.37,"flankers","CongruentLeft","Congruent",0
"33404",49,113,2,376.38,"flankers","CongruentLeft","Congruent",0
"33405",49,113,2,386.56,"flankers","CongruentLeft","Congruent",0
"33406",49,113,4,-347.29,"flankers","IncongruentRight","Incongruent",1
"33407",49,113,1,381.43,"flankers","CongruentRight","Congruent",0
"33408",49,113,2,401.68,"flankers","CongruentLeft","Congruent",0
"33409",49,113,2,422.61,"flankers","CongruentLeft","Congruent",0
"33410",49,113,4,478.62,"flankers","IncongruentRight","Incongruent",0
"33411",49,113,2,354.25,"flankers","CongruentLeft","Congruent",0
"33412",49,113,4,418.17,"flankers","IncongruentRight","Incongruent",0
"33413",49,113,2,382.37,"flankers","CongruentLeft","Congruent",0
"33415",49,113,1,326.08,"flankers","CongruentRight","Congruent",0
"33416",49,113,1,327.42,"flankers","CongruentRight","Congruent",0
"33417",49,113,1,371.76,"flankers","CongruentRight","Congruent",0
"33418",49,113,1,379.65,"flankers","CongruentRight","Congruent",0
"33419",49,113,1,330.86,"flankers","CongruentRight","Congruent",0
"33420",49,113,3,420.22,"flankers","IncongruentLeft","Incongruent",0
"33421",49,113,1,351.54,"flankers","CongruentRight","Congruent",0
"33422",49,113,1,329.7,"flankers","CongruentRight","Congruent",0
"33423",49,113,1,325.34,"flankers","CongruentRight","Congruent",0
"33424",49,113,1,309.85,"flankers","CongruentRight","Congruent",0
"33425",49,113,1,306.19,"flankers","CongruentRight","Congruent",0
"33427",49,113,1,328.91,"flankers","CongruentRight","Congruent",0
"33428",49,113,2,352,"flankers","CongruentLeft","Congruent",0
"33429",49,113,2,346.89,"flankers","CongruentLeft","Congruent",0
"33430",49,113,1,284.24,"flankers","CongruentRight","Congruent",0
"33431",49,113,3,-296.57,"flankers","IncongruentLeft","Incongruent",1
"33432",49,113,2,351.13,"flankers","CongruentLeft","Congruent",0
"33433",49,113,2,353.32,"flankers","CongruentLeft","Congruent",0
"33434",49,113,2,372.22,"flankers","CongruentLeft","Congruent",0
"33435",49,113,2,331.4,"flankers","CongruentLeft","Congruent",0
"33436",49,113,1,315.21,"flankers","CongruentRight","Congruent",0
"33437",49,113,1,335.56,"flankers","CongruentRight","Congruent",0
"33438",49,113,1,335.37,"flankers","CongruentRight","Congruent",0
"33439",49,113,1,336.72,"flankers","CongruentRight","Congruent",0
"33440",49,113,2,356.33,"flankers","CongruentLeft","Congruent",0
"33442",49,113,1,336.92,"flankers","CongruentRight","Congruent",0
"33443",49,113,3,537.55,"flankers","IncongruentLeft","Incongruent",0
"33444",49,113,1,306.86,"flankers","CongruentRight","Congruent",0
"33445",49,113,2,340.93,"flankers","CongruentLeft","Congruent",0
"33446",49,113,3,-312.52,"flankers","IncongruentLeft","Incongruent",1
"33447",49,113,1,325.66,"flankers","CongruentRight","Congruent",0
"33448",49,113,2,367.71,"flankers","CongruentLeft","Congruent",0
"33449",49,113,2,385.9,"flankers","CongruentLeft","Congruent",0
"33450",49,113,1,393.11,"flankers","CongruentRight","Congruent",0
"33451",49,113,2,368.31,"flankers","CongruentLeft","Congruent",0
"33452",49,113,4,446.78,"flankers","IncongruentRight","Incongruent",0
"33453",49,113,4,468.12,"flankers","IncongruentRight","Incongruent",0
"33454",49,113,1,383.55,"flankers","CongruentRight","Congruent",0
"33455",49,113,2,373.22,"flankers","CongruentLeft","Congruent",0
"33456",49,113,2,483.57,"flankers","CongruentLeft","Congruent",0
"33457",49,113,1,340.95,"flankers","CongruentRight","Congruent",0
"33458",49,113,3,446.39,"flankers","IncongruentLeft","Incongruent",0
"33459",49,113,1,309.01,"flankers","CongruentRight","Congruent",0
"33460",49,113,1,305.35,"flankers","CongruentRight","Congruent",0
"33461",49,113,2,420.12,"flankers","CongruentLeft","Congruent",0
"33462",49,113,2,436.16,"flankers","CongruentLeft","Congruent",0
"33463",49,113,4,414.92,"flankers","IncongruentRight","Incongruent",0
"33464",49,113,1,318.26,"flankers","CongruentRight","Congruent",0
"33466",49,113,1,331.54,"flankers","CongruentRight","Congruent",0
"33467",49,113,4,-327.16,"flankers","IncongruentRight","Incongruent",1
"33468",49,113,2,428.98,"flankers","CongruentLeft","Congruent",0
"33471",49,113,2,417.1,"flankers","CongruentLeft","Congruent",0
"33472",49,113,1,345.14,"flankers","CongruentRight","Congruent",0
"33473",49,113,2,345.77,"flankers","CongruentLeft","Congruent",0
"33474",49,113,2,377.58,"flankers","CongruentLeft","Congruent",0
"33477",49,113,2,362.83,"flankers","CongruentLeft","Congruent",0
"33478",49,113,2,364.3,"flankers","CongruentLeft","Congruent",0
"33479",49,113,2,370.69,"flankers","CongruentLeft","Congruent",0
"33480",49,113,3,-376.34,"flankers","IncongruentLeft","Incongruent",1
"33482",49,113,3,-354.63,"flankers","IncongruentLeft","Incongruent",1
"33483",49,113,2,355.21,"flankers","CongruentLeft","Congruent",0
"33486",49,113,4,562.53,"flankers","IncongruentRight","Incongruent",0
"33487",49,113,1,382.94,"flankers","CongruentRight","Congruent",0
"33488",49,113,1,328.39,"flankers","CongruentRight","Congruent",0
"33490",49,113,2,384.7,"flankers","CongruentLeft","Congruent",0
"33491",49,113,1,314.14,"flankers","CongruentRight","Congruent",0
"33492",49,113,4,-330.67,"flankers","IncongruentRight","Incongruent",1
"33493",49,113,2,383.06,"flankers","CongruentLeft","Congruent",0
"33494",49,113,2,382.26,"flankers","CongruentLeft","Congruent",0
"33495",49,113,1,331.2,"flankers","CongruentRight","Congruent",0
"33496",49,113,2,354.31,"flankers","CongruentLeft","Congruent",0
"33497",49,113,2,377.38,"flankers","CongruentLeft","Congruent",0
"33498",49,113,1,311.75,"flankers","CongruentRight","Congruent",0
"33499",49,113,3,-329.82,"flankers","IncongruentLeft","Incongruent",1
"33500",49,113,1,347.95,"flankers","CongruentRight","Congruent",0
"33501",49,113,2,358.15,"flankers","CongruentLeft","Congruent",0
"33503",49,113,2,436.29,"flankers","CongruentLeft","Congruent",0
"33505",49,113,2,444.45,"flankers","CongruentLeft","Congruent",0
"33506",49,113,2,431.94,"flankers","CongruentLeft","Congruent",0
"33508",49,113,2,356.43,"flankers","CongruentLeft","Congruent",0
"33509",49,113,2,387.52,"flankers","CongruentLeft","Congruent",0
"33511",49,113,3,471.94,"flankers","IncongruentLeft","Incongruent",0
"33512",49,113,4,-397.09,"flankers","IncongruentRight","Incongruent",1
"33513",49,113,1,299.53,"flankers","CongruentRight","Congruent",0
"33514",49,113,2,332.05,"flankers","CongruentLeft","Congruent",0
"33516",49,113,2,391.84,"flankers","CongruentLeft","Congruent",0
"33517",49,113,2,369.29,"flankers","CongruentLeft","Congruent",0
"33518",49,113,1,339.47,"flankers","CongruentRight","Congruent",0
"33519",49,113,4,404.83,"flankers","IncongruentRight","Incongruent",0
"33520",49,113,3,452.85,"flankers","IncongruentLeft","Incongruent",0
"33521",49,113,2,351.64,"flankers","CongruentLeft","Congruent",0
"33523",49,113,4,434.7,"flankers","IncongruentRight","Incongruent",0
"33524",49,113,2,393.27,"flankers","CongruentLeft","Congruent",0
"33525",49,113,1,334.92,"flankers","CongruentRight","Congruent",0
"33526",49,113,2,342.73,"flankers","CongruentLeft","Congruent",0
"33527",49,113,1,322.35,"flankers","CongruentRight","Congruent",0
"33528",49,113,2,322.15,"flankers","CongruentLeft","Congruent",0
"33529",49,113,2,410.66,"flankers","CongruentLeft","Congruent",0
"33530",49,113,1,281.14,"flankers","CongruentRight","Congruent",0
"33531",49,113,3,478.91,"flankers","IncongruentLeft","Incongruent",0
"33532",49,113,2,385.82,"flankers","CongruentLeft","Congruent",0
"33533",49,113,1,283.26,"flankers","CongruentRight","Congruent",0
"33534",49,113,2,400.31,"flankers","CongruentLeft","Congruent",0
"33535",49,113,2,349.36,"flankers","CongruentLeft","Congruent",0
"33536",49,113,3,-373.3,"flankers","IncongruentLeft","Incongruent",1
"33537",49,113,2,352.27,"flankers","CongruentLeft","Congruent",0
"33541",49,113,1,326.19,"flankers","CongruentRight","Congruent",0
"33542",49,113,1,374,"flankers","CongruentRight","Congruent",0
"33543",49,113,1,333.9,"flankers","CongruentRight","Congruent",0
"33544",49,113,1,309.72,"flankers","CongruentRight","Congruent",0
"33545",49,113,2,351.79,"flankers","CongruentLeft","Congruent",0
"33547",49,113,2,328.89,"flankers","CongruentLeft","Congruent",0
"33548",49,113,2,354.96,"flankers","CongruentLeft","Congruent",0
"33549",49,113,3,459.6,"flankers","IncongruentLeft","Incongruent",0
"33551",49,113,2,341.44,"flankers","CongruentLeft","Congruent",0
"33552",49,113,1,492.52,"flankers","CongruentRight","Congruent",0
"33553",49,113,2,351.42,"flankers","CongruentLeft","Congruent",0
"33554",49,113,2,390.51,"flankers","CongruentLeft","Congruent",0
"33555",49,113,4,484.79,"flankers","IncongruentRight","Incongruent",0
"33556",49,113,2,336.72,"flankers","CongruentLeft","Congruent",0
"33558",49,113,4,444.46,"flankers","IncongruentRight","Incongruent",0
"33559",49,113,4,407.98,"flankers","IncongruentRight","Incongruent",0
"33561",49,113,2,369.69,"flankers","CongruentLeft","Congruent",0
"33562",49,113,2,472.06,"flankers","CongruentLeft","Congruent",0
"33563",49,113,2,354.13,"flankers","CongruentLeft","Congruent",0
"33564",49,113,2,345.21,"flankers","CongruentLeft","Congruent",0
"33565",49,113,1,314.56,"flankers","CongruentRight","Congruent",0
"33566",49,113,3,419.09,"flankers","IncongruentLeft","Incongruent",0
"33567",49,113,1,317.68,"flankers","CongruentRight","Congruent",0
"33568",49,113,1,342.74,"flankers","CongruentRight","Congruent",0
"33569",49,113,1,378.34,"flankers","CongruentRight","Congruent",0
"33571",49,113,4,415.64,"flankers","IncongruentRight","Incongruent",0
"33572",49,113,2,359.69,"flankers","CongruentLeft","Congruent",0
"33573",49,113,2,385.87,"flankers","CongruentLeft","Congruent",0
"33574",49,113,2,346.6,"flankers","CongruentLeft","Congruent",0
"33575",49,113,2,323.36,"flankers","CongruentLeft","Congruent",0
"33576",49,113,2,325.43,"flankers","CongruentLeft","Congruent",0
"33578",49,113,2,327.85,"flankers","CongruentLeft","Congruent",0
"33579",49,113,1,356.2,"flankers","CongruentRight","Congruent",0
"33581",49,113,2,347.75,"flankers","CongruentLeft","Congruent",0
"33582",49,113,2,330.83,"flankers","CongruentLeft","Congruent",0
"33583",49,113,1,387.48,"flankers","CongruentRight","Congruent",0
"33585",49,113,1,381.08,"flankers","CongruentRight","Congruent",0
"33586",49,113,1,346.73,"flankers","CongruentRight","Congruent",0
"33587",49,113,2,363.36,"flankers","CongruentLeft","Congruent",0
"33590",49,113,2,361.75,"flankers","CongruentLeft","Congruent",0
"33591",49,113,1,362.38,"flankers","CongruentRight","Congruent",0
"33592",49,113,4,-369.6,"flankers","IncongruentRight","Incongruent",1
"33593",49,113,1,313.47,"flankers","CongruentRight","Congruent",0
"33594",49,113,1,325.82,"flankers","CongruentRight","Congruent",0
"33596",49,113,4,496.33,"flankers","IncongruentRight","Incongruent",0
"33597",49,113,1,306.54,"flankers","CongruentRight","Congruent",0
"33598",49,113,2,347.76,"flankers","CongruentLeft","Congruent",0
"33599",49,113,2,370.87,"flankers","CongruentLeft","Congruent",0
"33641",50,119,4,-339.02,"flankers","IncongruentRight","Incongruent",1
"33642",50,119,1,356.34,"flankers","CongruentRight","Congruent",0
"33643",50,119,1,335.23,"flankers","CongruentRight","Congruent",0
"33644",50,119,4,-360.69,"flankers","IncongruentRight","Incongruent",1
"33645",50,119,2,369.28,"flankers","CongruentLeft","Congruent",0
"33646",50,119,1,315.45,"flankers","CongruentRight","Congruent",0
"33647",50,119,2,371.99,"flankers","CongruentLeft","Congruent",0
"33650",50,119,1,313.65,"flankers","CongruentRight","Congruent",0
"33651",50,119,1,345.45,"flankers","CongruentRight","Congruent",0
"33653",50,119,2,385.63,"flankers","CongruentLeft","Congruent",0
"33655",50,119,2,357.51,"flankers","CongruentLeft","Congruent",0
"33656",50,119,1,372.59,"flankers","CongruentRight","Congruent",0
"33657",50,119,2,366.75,"flankers","CongruentLeft","Congruent",0
"33658",50,119,1,317.97,"flankers","CongruentRight","Congruent",0
"33659",50,119,2,328.03,"flankers","CongruentLeft","Congruent",0
"33660",50,119,1,362.1,"flankers","CongruentRight","Congruent",0
"33661",50,119,3,466.01,"flankers","IncongruentLeft","Incongruent",0
"33662",50,119,4,413.63,"flankers","IncongruentRight","Incongruent",0
"33663",50,119,2,317.66,"flankers","CongruentLeft","Congruent",0
"33664",50,119,1,317.47,"flankers","CongruentRight","Congruent",0
"33665",50,119,1,345.08,"flankers","CongruentRight","Congruent",0
"33666",50,119,1,379.26,"flankers","CongruentRight","Congruent",0
"33669",50,119,1,352.84,"flankers","CongruentRight","Congruent",0
"33670",50,119,1,369.46,"flankers","CongruentRight","Congruent",0
"33671",50,119,2,317.66,"flankers","CongruentLeft","Congruent",0
"33672",50,119,2,311.74,"flankers","CongruentLeft","Congruent",0
"33673",50,119,2,396.78,"flankers","CongruentLeft","Congruent",0
"33674",50,119,2,317.53,"flankers","CongruentLeft","Congruent",0
"33675",50,119,1,360.42,"flankers","CongruentRight","Congruent",0
"33676",50,119,1,321.08,"flankers","CongruentRight","Congruent",0
"33677",50,119,2,331.25,"flankers","CongruentLeft","Congruent",0
"33678",50,119,3,-346.33,"flankers","IncongruentLeft","Incongruent",1
"33680",50,119,1,359.83,"flankers","CongruentRight","Congruent",0
"33681",50,119,2,302.31,"flankers","CongruentLeft","Congruent",0
"33682",50,119,4,503.55,"flankers","IncongruentRight","Incongruent",0
"33683",50,119,2,386.3,"flankers","CongruentLeft","Congruent",0
"33684",50,119,2,359.95,"flankers","CongruentLeft","Congruent",0
"33685",50,119,1,362.83,"flankers","CongruentRight","Congruent",0
"33686",50,119,4,442.04,"flankers","IncongruentRight","Incongruent",0
"33687",50,119,2,372.83,"flankers","CongruentLeft","Congruent",0
"33688",50,119,1,331.19,"flankers","CongruentRight","Congruent",0
"33689",50,119,1,331,"flankers","CongruentRight","Congruent",0
"33691",50,119,2,-349.92,"flankers","CongruentLeft","Congruent",1
"33692",50,119,1,350.53,"flankers","CongruentRight","Congruent",0
"33693",50,119,2,389.61,"flankers","CongruentLeft","Congruent",0
"33694",50,119,2,311.06,"flankers","CongruentLeft","Congruent",0
"33695",50,119,2,321.87,"flankers","CongruentLeft","Congruent",0
"33696",50,119,2,284.24,"flankers","CongruentLeft","Congruent",0
