"","subj","ID","itemN","rt","Task","TrialType","CongruentIncongruent","error"
"32749",47,101,4,481.68,"flankers","IncongruentRight","Incongruent",0
"32750",47,101,2,419.05,"flankers","CongruentLeft","Congruent",0
"32751",47,101,2,445.81,"flankers","CongruentLeft","Congruent",0
"32752",47,101,2,384.59,"flankers","CongruentLeft","Congruent",0
"32754",47,101,1,395.75,"flankers","CongruentRight","Congruent",0
"32755",47,101,1,448.69,"flankers","CongruentRight","Congruent",0
"32756",47,101,3,411.58,"flankers","IncongruentLeft","Incongruent",0
"32757",47,101,1,408.65,"flankers","CongruentRight","Congruent",0
"32761",47,101,1,489.18,"flankers","CongruentRight","Congruent",0
"32762",47,101,2,385.82,"flankers","CongruentLeft","Congruent",0
"32763",47,101,1,423.47,"flankers","CongruentRight","Congruent",0
"32764",47,101,1,-466.24,"flankers","CongruentRight","Congruent",1
"32765",47,101,2,472.2,"flankers","CongruentLeft","Congruent",0
"32767",47,101,1,415.75,"flankers","CongruentRight","Congruent",0
"32768",47,101,2,419.27,"flankers","CongruentLeft","Congruent",0
"32769",47,101,1,472.31,"flankers","CongruentRight","Congruent",0
"32770",47,101,2,401.67,"flankers","CongruentLeft","Congruent",0
"32771",47,101,2,442.41,"flankers","CongruentLeft","Congruent",0
"32772",47,101,2,415.45,"flankers","CongruentLeft","Congruent",0
"32773",47,101,2,429.21,"flankers","CongruentLeft","Congruent",0
"32774",47,101,2,417.54,"flankers","CongruentLeft","Congruent",0
"32775",47,101,3,489.59,"flankers","IncongruentLeft","Incongruent",0
"32776",47,101,2,409.5,"flankers","CongruentLeft","Congruent",0
"32777",47,101,1,439.98,"flankers","CongruentRight","Congruent",0
"32778",47,101,1,438.59,"flankers","CongruentRight","Congruent",0
"32779",47,101,2,362.89,"flankers","CongruentLeft","Congruent",0
"32780",47,101,4,451.4,"flankers","IncongruentRight","Incongruent",0
"32781",47,101,1,410.97,"flankers","CongruentRight","Congruent",0
"32782",47,101,1,442.29,"flankers","CongruentRight","Congruent",0
"32784",47,101,2,412.09,"flankers","CongruentLeft","Congruent",0
"32785",47,101,2,393.85,"flankers","CongruentLeft","Congruent",0
"32786",47,101,1,424.37,"flankers","CongruentRight","Congruent",0
"32787",47,101,1,398.11,"flankers","CongruentRight","Congruent",0
"32788",47,101,1,435.07,"flankers","CongruentRight","Congruent",0
"32789",47,101,1,-421.13,"flankers","CongruentRight","Congruent",1
"32790",47,101,4,421.96,"flankers","IncongruentRight","Incongruent",0
"32791",47,101,2,451.4,"flankers","CongruentLeft","Congruent",0
"32792",47,101,1,455.33,"flankers","CongruentRight","Congruent",0
"32793",47,101,1,475.67,"flankers","CongruentRight","Congruent",0
"32795",47,101,4,492.78,"flankers","IncongruentRight","Incongruent",0
"32796",47,101,2,398.11,"flankers","CongruentLeft","Congruent",0
"32798",47,101,2,416.77,"flankers","CongruentLeft","Congruent",0
"32799",47,101,2,452.3,"flankers","CongruentLeft","Congruent",0
"32800",47,101,1,442.89,"flankers","CongruentRight","Congruent",0
"32841",48,107,3,421.08,"flankers","IncongruentLeft","Incongruent",0
"32843",48,107,1,534.39,"flankers","CongruentRight","Congruent",0
"32844",48,107,2,321.28,"flankers","CongruentLeft","Congruent",0
"32845",48,107,4,433.77,"flankers","IncongruentRight","Incongruent",0
"32846",48,107,1,347.85,"flankers","CongruentRight","Congruent",0
"32847",48,107,1,310.76,"flankers","CongruentRight","Congruent",0
"32848",48,107,1,335.29,"flankers","CongruentRight","Congruent",0
"32849",48,107,2,-367.08,"flankers","CongruentLeft","Congruent",1
"32850",48,107,2,382.94,"flankers","CongruentLeft","Congruent",0
"32851",48,107,1,350.15,"flankers","CongruentRight","Congruent",0
"32852",48,107,1,358.91,"flankers","CongruentRight","Congruent",0
"32855",48,107,1,441.6,"flankers","CongruentRight","Congruent",0
"32856",48,107,1,416.17,"flankers","CongruentRight","Congruent",0
"32857",48,107,2,348.39,"flankers","CongruentLeft","Congruent",0
"32859",48,107,1,358.62,"flankers","CongruentRight","Congruent",0
"32860",48,107,1,351.26,"flankers","CongruentRight","Congruent",0
"32861",48,107,1,362.14,"flankers","CongruentRight","Congruent",0
"32862",48,107,1,346.77,"flankers","CongruentRight","Congruent",0
"32863",48,107,2,402.71,"flankers","CongruentLeft","Congruent",0
"32865",48,107,2,389.86,"flankers","CongruentLeft","Congruent",0
"32866",48,107,3,559.32,"flankers","IncongruentLeft","Incongruent",0
"32867",48,107,1,401.47,"flankers","CongruentRight","Congruent",0
"32868",48,107,2,329.47,"flankers","CongruentLeft","Congruent",0
"32869",48,107,4,460.4,"flankers","IncongruentRight","Incongruent",0
"32870",48,107,2,284.24,"flankers","CongruentLeft","Congruent",0
"32871",48,107,2,324.23,"flankers","CongruentLeft","Congruent",0
"32872",48,107,1,483.87,"flankers","CongruentRight","Congruent",0
"32873",48,107,2,370.73,"flankers","CongruentLeft","Congruent",0
"32874",48,107,4,490.66,"flankers","IncongruentRight","Incongruent",0
"32875",48,107,1,355.4,"flankers","CongruentRight","Congruent",0
"32876",48,107,1,466.46,"flankers","CongruentRight","Congruent",0
"32877",48,107,3,262.08,"flankers","IncongruentLeft","Incongruent",0
"32878",48,107,1,449.59,"flankers","CongruentRight","Congruent",0
"32879",48,107,2,367.46,"flankers","CongruentLeft","Congruent",0
"32880",48,107,2,303.41,"flankers","CongruentLeft","Congruent",0
"32881",48,107,2,298.17,"flankers","CongruentLeft","Congruent",0
"32882",48,107,1,419.43,"flankers","CongruentRight","Congruent",0
"32883",48,107,4,-495.62,"flankers","IncongruentRight","Incongruent",1
"32884",48,107,2,364.14,"flankers","CongruentLeft","Congruent",0
"32885",48,107,3,470.34,"flankers","IncongruentLeft","Incongruent",0
"32886",48,107,2,305.96,"flankers","CongruentLeft","Congruent",0
"32888",48,107,2,351.97,"flankers","CongruentLeft","Congruent",0
"32889",48,107,3,-384.59,"flankers","IncongruentLeft","Incongruent",1
"32891",48,107,1,393.8,"flankers","CongruentRight","Congruent",0
"32892",48,107,4,425,"flankers","IncongruentRight","Incongruent",0
"32893",48,107,4,417.01,"flankers","IncongruentRight","Incongruent",0
"32894",48,107,2,422.08,"flankers","CongruentLeft","Congruent",0
"32895",48,107,1,411.82,"flankers","CongruentRight","Congruent",0
"32896",48,107,1,432.76,"flankers","CongruentRight","Congruent",0
"32897",48,107,1,356.28,"flankers","CongruentRight","Congruent",0
"32898",48,107,1,434.63,"flankers","CongruentRight","Congruent",0
"32900",48,107,1,341.09,"flankers","CongruentRight","Congruent",0
"32901",48,107,1,364.15,"flankers","CongruentRight","Congruent",0
"32902",48,107,1,374.35,"flankers","CongruentRight","Congruent",0
"32903",48,107,2,384.54,"flankers","CongruentLeft","Congruent",0
"32904",48,107,1,407.74,"flankers","CongruentRight","Congruent",0
"32905",48,107,2,269.5,"flankers","CongruentLeft","Congruent",0
"32906",48,107,2,366.83,"flankers","CongruentLeft","Congruent",0
"32907",48,107,2,325.23,"flankers","CongruentLeft","Congruent",0
"32908",48,107,2,327.27,"flankers","CongruentLeft","Congruent",0
"32909",48,107,2,327.79,"flankers","CongruentLeft","Congruent",0
"32910",48,107,2,347.4,"flankers","CongruentLeft","Congruent",0
"32911",48,107,3,-388.06,"flankers","IncongruentLeft","Incongruent",1
"32913",48,107,1,418.94,"flankers","CongruentRight","Congruent",0
"32915",48,107,2,409.18,"flankers","CongruentLeft","Congruent",0
"32916",48,107,2,375.78,"flankers","CongruentLeft","Congruent",0
"32919",48,107,4,487.49,"flankers","IncongruentRight","Incongruent",0
"32920",48,107,3,384.84,"flankers","IncongruentLeft","Incongruent",0
"32921",48,107,1,349.76,"flankers","CongruentRight","Congruent",0
"32922",48,107,3,376.68,"flankers","IncongruentLeft","Incongruent",0
"32924",48,107,2,343.53,"flankers","CongruentLeft","Congruent",0
"32927",48,107,2,346.91,"flankers","CongruentLeft","Congruent",0
"32928",48,107,2,395.54,"flankers","CongruentLeft","Congruent",0
"32929",48,107,1,402.05,"flankers","CongruentRight","Congruent",0
"32932",48,107,1,350.69,"flankers","CongruentRight","Congruent",0
"32933",48,107,1,333.79,"flankers","CongruentRight","Congruent",0
"32934",48,107,1,423.16,"flankers","CongruentRight","Congruent",0
"32935",48,107,3,343.19,"flankers","IncongruentLeft","Incongruent",0
"32936",48,107,1,374.99,"flankers","CongruentRight","Congruent",0
"32938",48,107,2,293.84,"flankers","CongruentLeft","Congruent",0
"32939",48,107,2,367.76,"flankers","CongruentLeft","Congruent",0
"32940",48,107,2,284.24,"flankers","CongruentLeft","Congruent",0
"32941",48,107,2,360.24,"flankers","CongruentLeft","Congruent",0
"32942",48,107,3,375.32,"flankers","IncongruentLeft","Incongruent",0
"32943",48,107,1,409.51,"flankers","CongruentRight","Congruent",0
"32944",48,107,2,286.44,"flankers","CongruentLeft","Congruent",0
"32945",48,107,2,324.2,"flankers","CongruentLeft","Congruent",0
"32946",48,107,2,352.53,"flankers","CongruentLeft","Congruent",0
"32947",48,107,1,-419.43,"flankers","CongruentRight","Congruent",1
"32948",48,107,2,376.44,"flankers","CongruentLeft","Congruent",0
"32949",48,107,3,-367.61,"flankers","IncongruentLeft","Incongruent",1
"32951",48,107,1,415.97,"flankers","CongruentRight","Congruent",0
"32953",48,107,1,400.86,"flankers","CongruentRight","Congruent",0
"32954",48,107,2,321.63,"flankers","CongruentLeft","Congruent",0
"32955",48,107,2,336,"flankers","CongruentLeft","Congruent",0
"32957",48,107,1,448.27,"flankers","CongruentRight","Congruent",0
"32960",48,107,2,327.93,"flankers","CongruentLeft","Congruent",0
"32962",48,107,2,347.57,"flankers","CongruentLeft","Congruent",0
"32963",48,107,2,422.49,"flankers","CongruentLeft","Congruent",0
"32965",48,107,1,356.74,"flankers","CongruentRight","Congruent",0
"32967",48,107,2,327.76,"flankers","CongruentLeft","Congruent",0
"32968",48,107,2,337.85,"flankers","CongruentLeft","Congruent",0
"32970",48,107,4,590.43,"flankers","IncongruentRight","Incongruent",0
"32971",48,107,2,381.58,"flankers","CongruentLeft","Congruent",0
"32972",48,107,2,323.36,"flankers","CongruentLeft","Congruent",0
"32973",48,107,1,335.7,"flankers","CongruentRight","Congruent",0
"32975",48,107,1,277.72,"flankers","CongruentRight","Congruent",0
"32978",48,107,1,390.37,"flankers","CongruentRight","Congruent",0
"32979",48,107,2,381.55,"flankers","CongruentLeft","Congruent",0
"32982",48,107,4,-400.34,"flankers","IncongruentRight","Incongruent",1
"32983",48,107,2,390.81,"flankers","CongruentLeft","Congruent",0
"32984",48,107,1,326.02,"flankers","CongruentRight","Congruent",0
"32986",48,107,4,409.16,"flankers","IncongruentRight","Incongruent",0
"32987",48,107,4,484.11,"flankers","IncongruentRight","Incongruent",0
"32988",48,107,4,384.25,"flankers","IncongruentRight","Incongruent",0
"32989",48,107,3,-293.91,"flankers","IncongruentLeft","Incongruent",1
"32990",48,107,2,312.65,"flankers","CongruentLeft","Congruent",0
"32992",48,107,2,360.24,"flankers","CongruentLeft","Congruent",0
"32993",48,107,1,501.16,"flankers","CongruentRight","Congruent",0
"32995",48,107,4,359.91,"flankers","IncongruentRight","Incongruent",0
"32996",48,107,3,408.54,"flankers","IncongruentLeft","Incongruent",0
"32997",48,107,1,407.03,"flankers","CongruentRight","Congruent",0
"32998",48,107,2,383.76,"flankers","CongruentLeft","Congruent",0
"33000",48,107,1,348.46,"flankers","CongruentRight","Congruent",0
"33001",48,107,1,349.09,"flankers","CongruentRight","Congruent",0
"33002",48,107,4,-309.75,"flankers","IncongruentRight","Incongruent",1
"33003",48,107,2,276.29,"flankers","CongruentLeft","Congruent",0
"33004",48,107,2,318.36,"flankers","CongruentLeft","Congruent",0
"33005",48,107,2,386.69,"flankers","CongruentLeft","Congruent",0
"33007",48,107,2,373.96,"flankers","CongruentLeft","Congruent",0
"33008",48,107,1,428.31,"flankers","CongruentRight","Congruent",0
"33009",48,107,1,-252.36,"flankers","CongruentRight","Congruent",1
"33010",48,107,4,330.89,"flankers","IncongruentRight","Incongruent",0
"33012",48,107,1,387.2,"flankers","CongruentRight","Congruent",0
"33013",48,107,2,376.85,"flankers","CongruentLeft","Congruent",0
"33014",48,107,4,399.21,"flankers","IncongruentRight","Incongruent",0
"33015",48,107,2,285.71,"flankers","CongruentLeft","Congruent",0
"33016",48,107,1,321.21,"flankers","CongruentRight","Congruent",0
"33017",48,107,2,305.73,"flankers","CongruentLeft","Congruent",0
"33018",48,107,4,324.63,"flankers","IncongruentRight","Incongruent",0
"33019",48,107,1,360.93,"flankers","CongruentRight","Congruent",0
"33020",48,107,2,321.59,"flankers","CongruentLeft","Congruent",0
"33021",48,107,1,323.71,"flankers","CongruentRight","Congruent",0
"33022",48,107,1,338.8,"flankers","CongruentRight","Congruent",0
"33023",48,107,3,355.43,"flankers","IncongruentLeft","Incongruent",0
"33024",48,107,2,297.78,"flankers","CongruentLeft","Congruent",0
"33026",48,107,1,330.06,"flankers","CongruentRight","Congruent",0
"33027",48,107,2,371.55,"flankers","CongruentLeft","Congruent",0
"33030",48,107,3,446.33,"flankers","IncongruentLeft","Incongruent",0
"33031",48,107,2,321.15,"flankers","CongruentLeft","Congruent",0
"33032",48,107,2,331.19,"flankers","CongruentLeft","Congruent",0
"33033",48,107,1,298.99,"flankers","CongruentRight","Congruent",0
"33034",48,107,2,328.04,"flankers","CongruentLeft","Congruent",0
"33035",48,107,3,344.56,"flankers","IncongruentLeft","Incongruent",0
"33036",48,107,2,353.92,"flankers","CongruentLeft","Congruent",0
"33037",48,107,2,384.27,"flankers","CongruentLeft","Congruent",0
"33038",48,107,1,325.36,"flankers","CongruentRight","Congruent",0
"33039",48,107,1,-407.42,"flankers","CongruentRight","Congruent",1
"33040",48,107,1,326.69,"flankers","CongruentRight","Congruent",0
"33041",48,107,2,301.07,"flankers","CongruentLeft","Congruent",0
"33042",48,107,1,311.83,"flankers","CongruentRight","Congruent",0
"33044",48,107,1,330.41,"flankers","CongruentRight","Congruent",0
"33045",48,107,4,394.22,"flankers","IncongruentRight","Incongruent",0
"33046",48,107,2,281.54,"flankers","CongruentLeft","Congruent",0
"33047",48,107,3,325.06,"flankers","IncongruentLeft","Incongruent",0
"33048",48,107,1,361.37,"flankers","CongruentRight","Congruent",0
"33049",48,107,4,330,"flankers","IncongruentRight","Incongruent",0
"33050",48,107,3,371.37,"flankers","IncongruentLeft","Incongruent",0
"33052",48,107,1,418.23,"flankers","CongruentRight","Congruent",0
"33054",48,107,1,363.32,"flankers","CongruentRight","Congruent",0
"33056",48,107,2,288.26,"flankers","CongruentLeft","Congruent",0
"33057",48,107,2,418.22,"flankers","CongruentLeft","Congruent",0
"33058",48,107,3,374.44,"flankers","IncongruentLeft","Incongruent",0
"33059",48,107,2,302.36,"flankers","CongruentLeft","Congruent",0
"33061",48,107,1,374.64,"flankers","CongruentRight","Congruent",0
"33062",48,107,1,334.55,"flankers","CongruentRight","Congruent",0
"33063",48,107,1,386.17,"flankers","CongruentRight","Congruent",0
"33064",48,107,2,347.61,"flankers","CongruentLeft","Congruent",0
"33065",48,107,1,382.51,"flankers","CongruentRight","Congruent",0
"33066",48,107,1,335.99,"flankers","CongruentRight","Congruent",0
"33067",48,107,1,339.62,"flankers","CongruentRight","Congruent",0
"33068",48,107,1,318.51,"flankers","CongruentRight","Congruent",0
"33069",48,107,1,320.59,"flankers","CongruentRight","Congruent",0
"33070",48,107,1,317.67,"flankers","CongruentRight","Congruent",0
"33071",48,107,2,388,"flankers","CongruentLeft","Congruent",0
"33072",48,107,2,317.67,"flankers","CongruentLeft","Congruent",0
"33074",48,107,1,323.87,"flankers","CongruentRight","Congruent",0
"33075",48,107,2,374.75,"flankers","CongruentLeft","Congruent",0
"33076",48,107,1,421.24,"flankers","CongruentRight","Congruent",0
"33077",48,107,4,-325.27,"flankers","IncongruentRight","Incongruent",1
"33078",48,107,2,403.1,"flankers","CongruentLeft","Congruent",0
"33079",48,107,1,357.89,"flankers","CongruentRight","Congruent",0
"33080",48,107,4,341.81,"flankers","IncongruentRight","Incongruent",0
"33081",48,107,2,367.14,"flankers","CongruentLeft","Congruent",0
"33082",48,107,1,311.06,"flankers","CongruentRight","Congruent",0
"33083",48,107,3,376.32,"flankers","IncongruentLeft","Incongruent",0
"33084",48,107,2,398.77,"flankers","CongruentLeft","Congruent",0
"33085",48,107,1,379.11,"flankers","CongruentRight","Congruent",0
"33086",48,107,1,440.79,"flankers","CongruentRight","Congruent",0
"33087",48,107,1,410.14,"flankers","CongruentRight","Congruent",0
"33089",48,107,3,393.59,"flankers","IncongruentLeft","Incongruent",0
"33091",48,107,4,408.55,"flankers","IncongruentRight","Incongruent",0
"33093",48,107,1,330.14,"flankers","CongruentRight","Congruent",0
"33094",48,107,2,291.52,"flankers","CongruentLeft","Congruent",0
"33095",48,107,1,421.47,"flankers","CongruentRight","Congruent",0
"33096",48,107,2,329.66,"flankers","CongruentLeft","Congruent",0
"33097",48,107,1,337.49,"flankers","CongruentRight","Congruent",0
"33099",48,107,1,356.3,"flankers","CongruentRight","Congruent",0
"33100",48,107,2,351.2,"flankers","CongruentLeft","Congruent",0
"33101",48,107,1,337.39,"flankers","CongruentRight","Congruent",0
"33102",48,107,2,298.71,"flankers","CongruentLeft","Congruent",0
"33103",48,107,2,435.97,"flankers","CongruentLeft","Congruent",0
"33104",48,107,2,374.75,"flankers","CongruentLeft","Congruent",0
"33105",48,107,1,430.65,"flankers","CongruentRight","Congruent",0
"33107",48,107,3,307.98,"flankers","IncongruentLeft","Incongruent",0
"33108",48,107,3,305.03,"flankers","IncongruentLeft","Incongruent",0
"33109",48,107,1,355.09,"flankers","CongruentRight","Congruent",0
"33110",48,107,2,361.55,"flankers","CongruentLeft","Congruent",0
"33111",48,107,3,483.07,"flankers","IncongruentLeft","Incongruent",0
"33112",48,107,2,333.97,"flankers","CongruentLeft","Congruent",0
"33113",48,107,1,357.07,"flankers","CongruentRight","Congruent",0
"33114",48,107,4,-338.73,"flankers","IncongruentRight","Incongruent",1
"33115",48,107,2,316.01,"flankers","CongruentLeft","Congruent",0
"33117",48,107,2,348.3,"flankers","CongruentLeft","Congruent",0
"33118",48,107,1,377.95,"flankers","CongruentRight","Congruent",0
"33119",48,107,1,-328.33,"flankers","CongruentRight","Congruent",1
"33120",48,107,1,313.63,"flankers","CongruentRight","Congruent",0
"33122",48,107,2,390.96,"flankers","CongruentLeft","Congruent",0
"33124",48,107,1,377.22,"flankers","CongruentRight","Congruent",0
"33125",48,107,2,338.71,"flankers","CongruentLeft","Congruent",0
"33127",48,107,1,359.18,"flankers","CongruentRight","Congruent",0
"33128",48,107,1,455.92,"flankers","CongruentRight","Congruent",0
"33129",48,107,4,356.26,"flankers","IncongruentRight","Incongruent",0
"33130",48,107,4,467.32,"flankers","IncongruentRight","Incongruent",0
"33131",48,107,1,-305.22,"flankers","CongruentRight","Congruent",1
"33133",48,107,2,434.89,"flankers","CongruentLeft","Congruent",0
"33134",48,107,3,334.38,"flankers","IncongruentLeft","Incongruent",0
"33135",48,107,2,295.73,"flankers","CongruentLeft","Congruent",0
"33136",48,107,2,372.08,"flankers","CongruentLeft","Congruent",0
"33137",48,107,1,398.25,"flankers","CongruentRight","Congruent",0
"33138",48,107,2,307.2,"flankers","CongruentLeft","Congruent",0
"33140",48,107,1,366.45,"flankers","CongruentRight","Congruent",0
"33141",48,107,4,343.93,"flankers","IncongruentRight","Incongruent",0
"33143",48,107,2,298.83,"flankers","CongruentLeft","Congruent",0
"33144",48,107,2,356.09,"flankers","CongruentLeft","Congruent",0
"33145",48,107,2,302.99,"flankers","CongruentLeft","Congruent",0
"33147",48,107,2,364.88,"flankers","CongruentLeft","Congruent",0
"33148",48,107,4,418.55,"flankers","IncongruentRight","Incongruent",0
"33149",48,107,3,-362.56,"flankers","IncongruentLeft","Incongruent",1
"33150",48,107,1,379.98,"flankers","CongruentRight","Congruent",0
"33151",48,107,2,419.21,"flankers","CongruentLeft","Congruent",0
"33152",48,107,4,377.78,"flankers","IncongruentRight","Incongruent",0
"33153",48,107,1,435.98,"flankers","CongruentRight","Congruent",0
"33154",48,107,4,-257.03,"flankers","IncongruentRight","Incongruent",1
"33155",48,107,1,303.59,"flankers","CongruentRight","Congruent",0
"33156",48,107,2,364.62,"flankers","CongruentLeft","Congruent",0
"33157",48,107,1,302.82,"flankers","CongruentRight","Congruent",0
"33160",48,107,1,321.4,"flankers","CongruentRight","Congruent",0
"33161",48,107,1,348.99,"flankers","CongruentRight","Congruent",0
"33162",48,107,2,380.9,"flankers","CongruentLeft","Congruent",0
"33163",48,107,2,310.37,"flankers","CongruentLeft","Congruent",0
"33164",48,107,3,-287.63,"flankers","IncongruentLeft","Incongruent",1
"33165",48,107,2,422.89,"flankers","CongruentLeft","Congruent",0
"33166",48,107,3,-356.67,"flankers","IncongruentLeft","Incongruent",1
"33167",48,107,1,389.26,"flankers","CongruentRight","Congruent",0
"33169",48,107,1,375.58,"flankers","CongruentRight","Congruent",0
"33170",48,107,2,371.8,"flankers","CongruentLeft","Congruent",0
"33173",48,107,1,372.63,"flankers","CongruentRight","Congruent",0
"33174",48,107,2,268.55,"flankers","CongruentLeft","Congruent",0
"33175",48,107,1,327.31,"flankers","CongruentRight","Congruent",0
"33176",48,107,1,383.83,"flankers","CongruentRight","Congruent",0
"33178",48,107,2,302.11,"flankers","CongruentLeft","Congruent",0
"33179",48,107,1,359.35,"flankers","CongruentRight","Congruent",0
"33180",48,107,2,277.83,"flankers","CongruentLeft","Congruent",0
"33182",48,107,1,320.27,"flankers","CongruentRight","Congruent",0
"33184",48,107,2,287,"flankers","CongruentLeft","Congruent",0
"33185",48,107,2,343.52,"flankers","CongruentLeft","Congruent",0
"33187",48,107,2,395.55,"flankers","CongruentLeft","Congruent",0
"33188",48,107,2,301.02,"flankers","CongruentLeft","Congruent",0
"33189",48,107,1,415.09,"flankers","CongruentRight","Congruent",0
"33190",48,107,1,339.33,"flankers","CongruentRight","Congruent",0
"33191",48,107,2,331.11,"flankers","CongruentLeft","Congruent",0
"33192",48,107,2,292.48,"flankers","CongruentLeft","Congruent",0
"33193",48,107,1,349.81,"flankers","CongruentRight","Congruent",0
"33194",48,107,2,382.56,"flankers","CongruentLeft","Congruent",0
"33195",48,107,2,384.02,"flankers","CongruentLeft","Congruent",0
"33196",48,107,2,417.48,"flankers","CongruentLeft","Congruent",0
"33198",48,107,1,376.85,"flankers","CongruentRight","Congruent",0
"33199",48,107,1,327.2,"flankers","CongruentRight","Congruent",0
"33200",48,107,2,295,"flankers","CongruentLeft","Congruent",0
"33242",49,113,2,351.71,"flankers","CongruentLeft","Congruent",0
"33244",49,113,1,366.55,"flankers","CongruentRight","Congruent",0
"33245",49,113,1,398.45,"flankers","CongruentRight","Congruent",0
"33246",49,113,1,364.22,"flankers","CongruentRight","Congruent",0
"33247",49,113,1,346.59,"flankers","CongruentRight","Congruent",0
"33248",49,113,1,329.68,"flankers","CongruentRight","Congruent",0
"33249",49,113,3,-333.3,"flankers","IncongruentLeft","Incongruent",1
"33250",49,113,1,338.43,"flankers","CongruentRight","Congruent",0
"33251",49,113,1,403.8,"flankers","CongruentRight","Congruent",0
"33252",49,113,4,-376.72,"flankers","IncongruentRight","Incongruent",1
"33253",49,113,4,482.13,"flankers","IncongruentRight","Incongruent",0
"33254",49,113,1,373.04,"flankers","CongruentRight","Congruent",0
"33255",49,113,2,379.39,"flankers","CongruentLeft","Congruent",0
"33256",49,113,1,360.34,"flankers","CongruentRight","Congruent",0
"33257",49,113,2,358.72,"flankers","CongruentLeft","Congruent",0
"33258",49,113,1,335.36,"flankers","CongruentRight","Congruent",0
"33259",49,113,2,346.24,"flankers","CongruentLeft","Congruent",0
"33260",49,113,3,-304.63,"flankers","IncongruentLeft","Incongruent",1
"33261",49,113,2,355.37,"flankers","CongruentLeft","Congruent",0
"33262",49,113,2,363.26,"flankers","CongruentLeft","Congruent",0
"33264",49,113,1,376.59,"flankers","CongruentRight","Congruent",0
"33267",49,113,2,353.85,"flankers","CongruentLeft","Congruent",0
"33268",49,113,1,376.93,"flankers","CongruentRight","Congruent",0
"33270",49,113,2,365.5,"flankers","CongruentLeft","Congruent",0
"33271",49,113,2,453.43,"flankers","CongruentLeft","Congruent",0
"33272",49,113,3,568.2,"flankers","IncongruentLeft","Incongruent",0
"33273",49,113,3,504.09,"flankers","IncongruentLeft","Incongruent",0
"33274",49,113,4,442.12,"flankers","IncongruentRight","Incongruent",0
"33275",49,113,2,337.41,"flankers","CongruentLeft","Congruent",0
"33276",49,113,1,356.33,"flankers","CongruentRight","Congruent",0
"33277",49,113,1,383.22,"flankers","CongruentRight","Congruent",0
"33278",49,113,2,324.88,"flankers","CongruentLeft","Congruent",0
"33279",49,113,2,343.78,"flankers","CongruentLeft","Congruent",0
"33280",49,113,2,337.13,"flankers","CongruentLeft","Congruent",0
"33282",49,113,2,327.86,"flankers","CongruentLeft","Congruent",0
"33283",49,113,3,456.39,"flankers","IncongruentLeft","Incongruent",0
"33284",49,113,1,396.83,"flankers","CongruentRight","Congruent",0
"33286",49,113,4,-343.27,"flankers","IncongruentRight","Incongruent",1
"33287",49,113,2,352.69,"flankers","CongruentLeft","Congruent",0
"33288",49,113,1,384.59,"flankers","CongruentRight","Congruent",0
"33289",49,113,1,353.36,"flankers","CongruentRight","Congruent",0
"33290",49,113,2,353.27,"flankers","CongruentLeft","Congruent",0
"33291",49,113,2,353.19,"flankers","CongruentLeft","Congruent",0
"33292",49,113,2,366.11,"flankers","CongruentLeft","Congruent",0
"33293",49,113,1,334.39,"flankers","CongruentRight","Congruent",0
"33294",49,113,3,484.5,"flankers","IncongruentLeft","Incongruent",0
"33297",49,113,2,340.2,"flankers","CongruentLeft","Congruent",0
"33298",49,113,1,327.1,"flankers","CongruentRight","Congruent",0
"33299",49,113,2,305.17,"flankers","CongruentLeft","Congruent",0
"33300",49,113,1,314.39,"flankers","CongruentRight","Congruent",0
"33301",49,113,2,342.74,"flankers","CongruentLeft","Congruent",0
"33302",49,113,3,-264.07,"flankers","IncongruentLeft","Incongruent",1
"33304",49,113,1,337.88,"flankers","CongruentRight","Congruent",0
"33305",49,113,3,490.5,"flankers","IncongruentLeft","Incongruent",0
"33306",49,113,2,375.66,"flankers","CongruentLeft","Congruent",0
"33307",49,113,1,343.6,"flankers","CongruentRight","Congruent",0
"33308",49,113,1,339.19,"flankers","CongruentRight","Congruent",0
"33309",49,113,3,435.83,"flankers","IncongruentLeft","Incongruent",0
"33310",49,113,2,379.12,"flankers","CongruentLeft","Congruent",0
"33311",49,113,4,419.89,"flankers","IncongruentRight","Incongruent",0
"33312",49,113,1,327.38,"flankers","CongruentRight","Congruent",0
"33313",49,113,3,423.19,"flankers","IncongruentLeft","Incongruent",0
"33314",49,113,1,286.52,"flankers","CongruentRight","Congruent",0
"33315",49,113,2,332.26,"flankers","CongruentLeft","Congruent",0
"33316",49,113,1,299.35,"flankers","CongruentRight","Congruent",0
"33317",49,113,1,428.58,"flankers","CongruentRight","Congruent",0
"33319",49,113,1,353.3,"flankers","CongruentRight","Congruent",0
"33322",49,113,4,411.86,"flankers","IncongruentRight","Incongruent",0
"33323",49,113,3,-316.61,"flankers","IncongruentLeft","Incongruent",1
"33324",49,113,1,431.46,"flankers","CongruentRight","Congruent",0
"33325",49,113,1,370.27,"flankers","CongruentRight","Congruent",0
"33327",49,113,2,397.51,"flankers","CongruentLeft","Congruent",0
"33328",49,113,1,340.02,"flankers","CongruentRight","Congruent",0
"33329",49,113,1,411.81,"flankers","CongruentRight","Congruent",0
"33330",49,113,3,449.57,"flankers","IncongruentLeft","Incongruent",0
"33331",49,113,1,341.14,"flankers","CongruentRight","Congruent",0
"33332",49,113,1,333.04,"flankers","CongruentRight","Congruent",0
